Report,CountIfs,Acronym,Description
WGII,3,PES,Payments for Ecosystem Services
WGII,3,PET,Potential Evapotranspiration
WGII,2,PFC,Perfluorocarbon
WGII,1,pH,Potential of Hydrogen
WGII,1,PICSA,Participatory Integrated Climate Services for Agriculture
WGII,1,PIDA,African Union's Programme for Infrastructure Development
WGII,1,PIDACC,Programmes for Integrated Development and Adaptation to Climate Change
WGII,5,PM,Particulate Matter
WGII,2,POC,Particulate Organic Carbon
WGII,1,POMS,Pacific Oyster Mortality Syndrome
WGII,2,POP,Persistent Organic Pollutant
WGII,1,PPADI,"Human Development Index, Recently Adjusted to Reflect the Effect of Planetary Pressures"
WGII,3,PPB,Participatory Plant Breeding
WGII,4,PPP,Public–Private Partnerships / Purchasing Power Parity
WGII,1,PSI,Principles for Sustainable Insurance
WGII,1,PSNP,Productive Safety Net Programme
WGII,1,PTSD,Post-Traumatic Stress Disorder
WGII,1,PWC,Physical Work Capacity
WGII,1,PWLM,Participatory Watershed Land-Use Management
WGII,1,QFCI,Queensland Floods Commission of Inquiry
WGII,1,QFES,Queensland Fire and Emergency Services
WGII,1,QOL,Quality of Life
WGII,1,RAWES,Rapid Assessment of Wetland Ecosystem Services
WGII,1,RBNZ,Reserve Bank of New Zealand
WGII,6,RCM,Regional Climate Model
WGII,5,RCP,Representative Concentration Pathway
WGII,1,RCSA,Rwanda Climate Services Programme
WGII,2,RDM,Robust Decision-Making
WGII,1,RE,Renewable Energy
WGII,2,REDD,Reduction of Emissions From Deforestation and Forest Degradation
WGII,1,REGEN,Rainfall Estimates on a Gridded Network
WGII,4,RFC,Reason for Concern
WGII,1,RFMO,Regional Fisheries Management Organisation
WGII,1,RIO,Rational Impartial Observer
WGII,1,RIT,Resilient Infrastructure and Technologies
WGII,3,RKR,Representative Key Risk
WGII,1,RMB,Renminbi
WGII,1,ROSES,Reporting Standards for Systematic Evidence Syntheses
WGII,1,RRV,Ross River Virus
WGII,3,RSL,Relative Sea Level
WGII,3,RSLR,Relative Sea-Level Rise
WGII,1,RTI,Respiratory Tract Infection
WGII,1,RVF,Rift Valley Fever
WGII,4,SAI,Stratospheric Aerosol Intervention
WGII,1,SAIA,South African Insurance Association
WGII,1,SAIIA,South African Institute of International Affairs
WGII,4,SAM,Southern Annular Mode / South American Monsoon
WGII,4,SAR,Second Assessment Report
WGII,1,SARS,Severe Acute Respiratory Syndrome
WGII,4,SAS,South Asia
WGII,1,SASSCAL,"Southern African Science Service Centre for Climate Change, Adaptive Land Management"
WGII,1,SC,Sponge City
WGII,4,SCC,Social Cost of Carbon
WGII,2,SCE,Snow Cover Extent
WGII,1,scPDSI,Self-Calibrating Palmer Drought Severity Index
WGII,4,SD,Sustainable Development
WGII,5,SDG,Sustainable Development Goal
WGII,2,SDM,Species Distribution Model
WGII,2,SDP,Sustainable Development Pathway
WGII,2,SDS,Sand and Dust Storms
WGII,2,SE,Southeast
WGII,1,SEEA,System of Environmental–Economic Accounting
WGII,3,SES,Socio-Ecological Systems / Southeast South America / Semi-Enclosed Sea
WGII,1,SETS,"Social, Ecological and Technological Systems"
WGII,1,SEU,Southern Europe
WGII,1,SEUS,Mediterranean Sea and Black Sea
WGII,1,SHELF,Sheffield Elicitation Framework
WGII,3,SI,Sustainable Intensification
WGII,7,SIDS,Small Island Developing States
WGII,1,SITES,Sustainable Sites Initiative
WGII,1,SL,Slovenia
WGII,6,SLCF,Short-Lived Climate Forcer
WGII,3,SLM,Sustainable Land Management
WGII,5,SLR,Sea Level Rise
WGII,1,SLURC,Sierra Leone Urban Research Centre
WGII,4,SM,Supplementary Material
WGII,1,SMART,Stormwater Management and Road Tunnel
WGII,1,SME,Small and Medium Enterprises
WGII,2,SNA,System of National Accounts
WGII,2,SOC,Soil Organic Carbon
WGII,2,SOI,Southern Oscillation Index
WGII,2,SOM,Soil Organic Matter
WGII,1,SP,Social Protection
WGII,3,SPEI,Standardised Precipitation Evapotranspiration Index
WGII,3,SPI,Standardised Precipitation Index
WGII,6,SPM,Summary for Policymakers
WGII,1,SPP,State Planning Policy
WGII,2,SPV,Special Purpose Vehicle
WGII,5,SR1.5,IPCC Special Report on Global Warming of 1.5°C
WGII,1,SRA,Social Responsibility Agreements
WGII,7,SRCCL,Special Report on Climate Change and Land
WGII,5,SRES,Special Report on Emissions Scenarios
WGII,6,SRM,Solar Radiation Modification
WGII,7,SROCC,Special Report on the Ocean and Cryosphere in a Changing Climate
WGII,2,SRTM,Shuttle Radar Topography Mission
WGII,3,SSA,South and Sub-Saharan Africa
WGII,5,SSP,Shared Socioeconomic Pathways
WGII,1,SSR,Seasonal Severity Rating
WGII,5,SST,Sea Surface Temperature
WGII,1,STFM,Sustainable Tropical Forest Management
WGII,1,STI,"Science, Technology and Innovation"
WGII,1,SUDS,Sustainable Urban Drainage Systems
WGII,2,SW,Southwest
WGII,3,SWE,Snow Water Equivalent
WGII,1,SWM,Sustainable Water Management
WGII,1,SWP,Soil Water Potential
WGII,2,TAR,Third Assessment Report
WGII,2,TAV,Tropical Atlantic Variability
WGII,3,TC,Tropical Cyclone
WGII,2,TCFD,Task Force on Climate-Related Financial Disclosures
WGII,1,TCs,Tropical Cyclones
WGII,1,TEG CRM,Technical Expert Group on Comprehensive Risk Management
WGII,1,TEU,Twenty-Foot Container Equivalent Units
WGII,1,TEUS,European Temperate Seas
WGII,1,T-FACE,Temperature Free-Air Controlled Enhancement
WGII,2,TFP,Total Factor Productivity
WGII,1,THI,Temperature Humidity Index
WGII,1,TIA,Tourism Industry Aotearoa
WGII,3,TIB,Tibetan Plateau
WGII,1,TK,Traditional Knowledge
WGII,1,TLAS,Timber Legality Assurance System
WGII,1,TMNs,Transnational Municipal Networks
WGII,1,TMSP,Transboundary Marine Spatial Planning
WGII,1,TN,Tropical Nights
WGII,1,TSR,Transpolar Sea Route
WGII,1,TSRA,Torres Strait Regional Authority
WGII,1,TSU,Technical Support Unit
WGII,1,TURFs,Territorial Use Rights for Fishing
WGII,1,TWS,Terrestrial Water Storage
WGII,1,TWS-DSI,Terrestrial Water Storage-Drought Severity Index
WGII,1,TWWHA,Tasmanian Wilderness World Heritage Area
WGII,1,UA,Urban Agriculture
WGII,1,UCDP,Uppsala Conflict Data Program
WGII,1,UCLG,United Cities and Local Governments
WGII,1,UHC,Universal Health Coverage
WGII,5,UHI,Urban Heat Island
WGII,3,UN,United Nations
WGII,3,UNCCD,United Nations Convention to Combat Desertification
WGII,4,UNDP,United Nations Development Programme
WGII,6,UNEP,United Nations Environment Programme
WGII,2,UNESCO,"United Nations Educational, Scientific and Cultural Organization"
WGII,7,UNFCCC,United Nations Framework Convention on Climate Change
WGII,1,UNHCR,United Nations High Commissioner for Refugee
WGII,3,UNICEF,United Nations Children's Fund
WGII,1,UPA,Urban and Peri-Urban Agriculture
WGII,2,USAID,United States Agency for International Development
WGII,5,USD,United States Dollars
WGII,1,USGS,United States Geological Survey
WGII,1,V,Vulnerability
WGII,1,VaR,Value at Risk
WGII,1,VBD,Vector-Borne Disease
WGII,1,VF,Vertical Farming
WGII,3,VOC,Volatile Organic Compound
WGII,1,VoCC,Velocity of Climate Change
WGII,2,VOD,Vegetation Optical Depth
WGII,1,VPA,Voluntary Partnership Agreements
WGII,2,VPD,Vapour Pressure Deficit
WGII,1,VRES,Variable Renewable Energies
WGII,3,W,Western
WGII,4,WAIS,West Antarctic Ice Sheet
WGII,1,WASCAL,West African Science Service Centre on Climate Change and Adaptive Land Management
WGII,1,WASH,"Water, Sanitation and Hygiene"
WGII,1,WBD,Waterborne Disease
WGII,2,WCA,West Central Asia
WGII,2,WCE,Western Central Europe
WGII,3,WCRP,World Climate Research Programme
WGII,3,WEF,Water–Energy–Food / World Economic Forum
WGII,1,WEMA,Water Efficient Maize for Africa
WGII,1,WEU,Western Europe
WGII,5,WGI,Working Group I
WGII,5,WGII,Working Group II
WGII,4,WGIII,Working Group III
WGII,1,WGWDGD,"Wet Get Wetter, Dry Get Drier"
WGII,6,WHO,World Health Organization
WGII,3,WIM,Warsaw International Mechanism
WGII,5,WMO,World Meteorological Organization
WGII,1,WNF,West Nile Fever
WGII,1,WSAA,Water Services Association of Australia
WGII,2,WSAF,West Southern Africa
WGII,1,WSI,Water Scarcity Index
WGII,2,WSUD,Water Sensitive Urban Design
WGII,1,WTTC,World Travel & Tourism Council
WGII,1,WTU,Water Treatment Unit
WGII,3,WUE,Water-Use Efficiency
WGII,1,WUI,Wildland–Urban Interface
WGII,1,WWF,World Wildlife Fund
WGII,1,YCS,Yield Constraint Score
WGII,1,YLD,Years of Life Lived with Disability
WGII,1,YLL,Years of Life Lost
WGIII,2,A/R,afforestation/reforestation
WGIII,1,AB,Assembly Bill
WGIII,3,AC,alternating current
WGIII,1,ACCTS,"Agreement on Climate Change, Trade and Sustainability"
WGIII,1,ACF,areal carbon footprint
WGIII,1,ADEME,Agence de l'Environnement et de la Maîtrise de l'Energie (French Environment and Energy Management Agency)
WGIII,3,AF,Adaptation Fund
WGIII,2,AFR,Africa
WGIII,1,AFD,French Development Agency
WGIII,6,AFOLU,"agriculture, forestry and other land use"
WGIII,2,AGAGE,Advanced Global Atmospheric Gases Experiment
WGIII,4,AI,artificial intelligence
WGIII,1,AILAC,Association of the Latin American and Caribbean Countries
WGIII,1,ALBA,Alianza Bolivariana para los Pueblos de Nuestra América (Bolivarian Alliance for the Peoples of our Americas)
WGIII,1,ALCA,Attributional Life Cycle Assessment
WGIII,1,AM,additive manufacturing
WGIII,1,APEC,Asia-Pacific Economic Cooperation
WGIII,5,AR4,Fourth Assessment Report of the Intergovernmental Panel on Climate Change
WGIII,7,AR5,Fifth Assessment Report of the Intergovernmental Panel on Climate Change
WGIII,6,AR6,Sixth Assessment Report of the Intergovernmental Panel on Climate Change
WGIII,1,AR7,Seventh Assessment Cycle of the Intergovernmental Panel on Climate Change
WGIII,3,ARC,African Risk Capacity
WGIII,1,ARPA-E,Advanced Research Projects Agency-Energy
WGIII,1,ART,Architecture for REDD+ Transactions
WGIII,1,Art.,"Article (e.g., of the UNFCCC)"
WGIII,1,ASAP,Adaptation for Smallholder Agriculture Programme
WGIII,1,ASCM,Agreement on Subsidies and Countervailing Measures
WGIII,1,ASI,Avoid-Shift-Improve
WGIII,1,ASK,available seat kilometres
WGIII,1,AUM,assets under management
WGIII,2,BASIC,"Brazil, South Africa, India and China"
WGIII,1,BAT,best available technology
WGIII,3,BAU,business as usual
WGIII,6,BC,black carbon
WGIII,1,BCA,border carbon adjustment
WGIII,7,BECCS,bioenergy with carbon capture and storage
WGIII,1,BEES,building energy efficiency standards
WGIII,1,BEMS,building energy management systems
WGIII,2,BEV,battery electric vehicle
WGIII,1,BF-BOF,blast furnace-basic oxygen furnace
WGIII,1,BIM,Building Information Modelling
WGIII,1,BIPV,building-integrated photovoltaic
WGIII,1,BLUE,Bookkeeping of land-use emissions
WGIII,2,BR,biennial report
WGIII,2,BRI,Belt and Road Initiative
WGIII,2,BRT,bus rapid transport
WGIII,1,BTR,biennial transparency report
WGIII,1,BTU,British thermal units
WGIII,2,BUR,biennial update report
WGIII,4,CA,capability approach
WGIII,1,CAT,Climate Action Tracker
WGIII,1,CAGR,compound annual growth rate
WGIII,1,CAIT,Climate Analysis Indicators Tool
WGIII,1,CAPEX,capital expenditure
WGIII,3,CAR,Climate Action Reserve
WGIII,6,CBA,cost-benefit analysis
WGIII,1,CBAM,carbon border adjustment mechanism
WGIII,1,CBCF,consumption-based carbon footprint (accounting)
WGIII,5,CBD,Convention on Biological Diversity
WGIII,1,CBDRRC,common but differentiated responsibilities and respective capabilities
WGIII,1,CBEs,consumption-based emissions
WGIII,1,CCAC,Climate and Clean Air Coalition
WGIII,2,CCD,climate-compatible development
WGIII,1,CCPI,Climate Change Performance Index
WGIII,4,CCRIF,Caribbean Catastrophe Risk Insurance Facility
WGIII,6,CCS,carbon capture and storage
WGIII,4,CCT,cirrus cloud thinning
WGIII,5,CCU,carbon capture and utilisation
WGIII,2,CCUS,"carbon capture, use and storage"
WGIII,1,CCX,Chicago Climate Exchange
WGIII,2,CD,charge depleting
WGIII,4,CDD,cooling degree-days
WGIII,1,CDIAC,Carbon Dioxide Information Analysis Center
WGIII,4,CDM,Clean Development Mechanism
WGIII,7,CDR,carbon dioxide removal
WGIII,3,CE,circular economy
WGIII,3,CEA,cost-effectiveness analysis
WGIII,3,CEDS,Community Emissions Data System
WGIII,1,CETA,EU-Canada Comprehensive Economic and Trade Agreement
WGIII,3,CFCs,chlorofluorocarbons
WGIII,1,CfD,contract for difference
WGIII,1,CFL,compact fluorescent lamp [/lighting]
WGIII,3,CGE,Computable General Equilibrium
WGIII,2,CGTP,combined global temperature change potential
WGIII,5,CH4,methane
WGIII,3,CHP,combined heat and power
WGIII,1,CII,Carbon Intensity Indicator
WGIII,1,CLASP,Collaborative Labelling and Appliance Standards Program
WGIII,1,CLC,constant land cover
WGIII,1,CLCA,Consequential Life Cycle Assessment
WGIII,1,CLIMI,"Climate Laws, Institutions and Measures Index"
WGIII,1,CLRTAP,Convention on Long-Range Transboundary Air Pollution
WGIII,1,CLT,cross-laminated timber
WGIII,1,CMA,Conference of the Parties serving as the meeting of the Parties to the Paris Agreement
WGIII,7,CMIP6,Coupled Model Intercomparison Project Phase 6
WGIII,1,CNG,compressed natural gas
WGIII,4,CO,carbon monoxide
WGIII,5,CO2,carbon dioxide
WGIII,3,CO2-eq,carbon dioxide equivalent
WGIII,1,COMMIT,Climate policy assessment and Mitigation Modelling to Integrate national and global Transition pathways
WGIII,6,CoP,coefficient of performance
WGIII,6,COP,Conference of the Parties to the UNFCCC
WGIII,1,CORSIA,Carbon Offsetting and Reduction Scheme for International Aviation
WGIII,1,CPRS,Climate Policy Relevant Sectors
WGIII,1,CPTPP,Comprehensive and Progressive Agreement for Trans-Pacific Partnership
WGIII,3,CRD,climate-resilient development
WGIII,1,CREMAs,Community Resource Management Area Mechanisms (Ghana)
WGIII,1,CRF,common reporting format
WGIII,1,CRIBs,Climate Relevant Innovation-system Builders
WGIII,2,CS,charge sustaining
WGIII,2,CSC,climate-smart cocoa
WGIII,1,CSI,Cement Sustainability Initiative
WGIII,2,CSP,concentrating solar power
WGIII,3,CSR,corporate social responsibility
WGIII,1,CSSP,cross-sector social partnership
WGIII,1,CTCN,Climate Technology Centre and Network
WGIII,1,CurPol,Current Policies scenario
WGIII,2,DAC,direct air capture
WGIII,5,DACCS,direct air carbon capture and storage
WGIII,1,DACCU,direct air capture carbon and utilisation
WGIII,4,DALY,disability adjusted life year
WGIII,2,DBH,diameter at breast height
WGIII,1,DC,direct current
WGIII,3,DGVM,dynamic global vegetation model
WGIII,1,DLS,decent living standards
WGIII,2,DRI,direct reduced iron
WGIII,1,DSM,demand-side management
WGIII,1,DWM,down woody material
WGIII,1,EaaS,energy as a service
WGIII,2,EAF,electric arc furnace
WGIII,1,EBEs,extraction-based emissions
WGIII,3,EDGAR,Emissions Database for Global Atmospheric Research
WGIII,1,EDLC,electrochemical double layer capacitor
WGIII,4,EEA,Eastern Europe and West Central Asia
WGIII,1,EED,Energy Efficiency Directive
WGIII,1,EEDI,Energy Efficiency Design Index
WGIII,1,EEE,emissions embodied in exports
WGIII,1,EEI,emissions embodied in imports
WGIII,1,EEM,Energy Efficient Mortgage
WGIII,1,EES,electrical energy storage
WGIII,1,EET,emissions embodied in trade
WGIII,1,EEXI,Energy Efficiency Existing Ship Index
WGIII,2,EF,emission factor
WGIII,1,EGR,exhaust gas recirculation
WGIII,1,EGTT,Expert Group on Technology Transfer
WGIII,1,EIMs,Energy Improvement Mortgages
WGIII,1,EIP,energy and industrial processes
WGIII,2,EJ,exajoule
WGIII,1,ELUC,land-use change emissions
WGIII,1,EMAS,Eco-Management and Auditing Scheme
WGIII,1,EPD,Environmental Product Declaration
WGIII,1,EPBD,Energy Performance Buildings Directive
WGIII,1,EPCs,Energy Performance Certificates
WGIII,1,EPS,Emissions Performance Standard
WGIII,1,EPR,extended producer responsibility
WGIII,3,ERF,effective radiative forcing
WGIII,1,ERIA,Economic Research Institute for ASEAN and East Asia
WGIII,1,ES-FiT,Energy Savings Feed-in Tariff
WGIII,1,ESCO,Energy Service Company
WGIII,3,ESA,energy services agreement
WGIII,2,ESD,education for sustainable development
WGIII,1,ESG,"environmental, social and governance"
WGIII,6,ESM,energy systems model
WGIII,2,ETP,Energy Technology Perspectives (IEA report)
WGIII,3,ETS,Emissions Trading System
WGIII,5,EU,European Union
WGIII,1,EU-27,European Union member states [excluding UK]
WGIII,1,EU-28,European Union member states [including UK]
WGIII,1,EU ETS,European Union Emissions Trading Scheme
WGIII,2,EU-RED,EU Renewable Energy Directive
WGIII,4,EV,electric vehicle
WGIII,3,EW,enhanced weathering
WGIII,5,FaIR,Finite Amplitude Impulse Response
WGIII,4,FAQ,frequently asked question
WGIII,5,FAO,Food and Agriculture Organization of the United Nations
WGIII,1,FBDG,food-based dietary guidelines
WGIII,1,FCDO,"UK Foreign, Commonwealth and Development Office"
WGIII,1,FCV,fuel cell vehicle
WGIII,1,FDI,Foreign Direct Investment
WGIII,2,FFI,fossil fuel and industry
WGIII,2,F-gas,fluorinated gas
WGIII,1,FIC,Faster Innovation Case
WGIII,1,FiT,feed-in tariff
WGIII,1,FiTP,feed-in premium
WGIII,1,FLEGT,"Forest Law Enforcement, Governance and Trade"
WGIII,2,FLW,food loss and waste
WGIII,1,FRAND,"fair, reasonable and non-discriminatory"
WGIII,3,FSC,Forest Sustainability Council
WGIII,1,FT,Fischer-Tropsch
WGIII,1,FTA,free trade agreement
WGIII,1,FWM,fine woody material
WGIII,1,GATS,General Agreement on Trade in Services
WGIII,2,GATT,General Agreement on Tariffs and Trade
WGIII,3,GBAM,ground-based albedo modifications
WGIII,2,GCAM,Global Change Assessment Model
WGIII,1,GCCA,Global Cement and Concrete Association
WGIII,3,GCF,Green Climate Fund
WGIII,1,GCoM,Global Covenant of Mayors
WGIII,4,GCP,Global Carbon Project
WGIII,7,GDP,gross domestic product
WGIII,2,GEA,Global Energy Assessment
WGIII,3,GEF,Global Environment Facility
WGIII,1,GFBI,Global Forest Biodiversity Initiative
WGIII,1,GFCA,Global Framework for Climate Action
WGIII,2,GFCF,Gross-fixed capital formation
WGIII,2,GFED,Global Fire Emissions Database
WGIII,6,GHG,greenhouse gas
WGIII,4,GIS,geographic information system / global innovation system
WGIII,2,GIZ,the German Development Agency (Deutsche Gesellschaft für Internationale Zusammenarbeit)
WGIII,3,GJ,gigajoule
WGIII,1,GMF,Global Methane Fund
WGIII,1,GMI,Global Methane Initiative
WGIII,1,GMRIO,global multi-region input-output
WGIII,1,GNI,gross national income
WGIII,5,GPP,Green Public Procurement
WGIII,2,GPT,general-purpose technologies
WGIII,4,GSAT,Global Surface Air Temperature
WGIII,3,Gt,gigatonne
WGIII,1,GtCO2-eq,gigatonnes of CO2 equivalent
WGIII,1,GTEM,global transport energy sectoral models
WGIII,3,GTP,global temperature change potential
WGIII,6,GWP,global warming potential
WGIII,2,GWP100,100-year global warming potential
WGIII,2,HAP,household air pollution
WGIII,1,HCE,historical cumulative emission
WGIII,1,HCFCs,hydrochlorofluorocarbons
WGIII,1,HCS,High Carbon Stock
WGIII,3,HDI,Human Development Index
WGIII,1,H-DRI,Hydrogen-based direct reduced iron
WGIII,2,HDV,Heavy-duty vehicles
WGIII,1,HEMS,home energy management system
WGIII,1,HES,Hybrid energy storage
WGIII,2,HEV,hybrid electric vehicle
WGIII,4,HFC,hydrofluorocarbon
WGIII,1,HFCV,hydrogen fuel cell vehicle
WGIII,1,HIHD,Historical Index of Human Development
WGIII,1,HLPF,High-Level Political Forum
WGIII,1,HN,Houghton and Nassikas
WGIII,1,HSR,high-speed rail
WGIII,2,HVAC,"heating, ventilation and air conditioning"
WGIII,1,HVO,hydrotreated vegetable oil
WGIII,2,HYDE,History database of the Global Environment
WGIII,1,IAGA,International Air Transport Association
WGIII,4,IAM,integrated assessment model
WGIII,1,IBE,income-based emission accounting
WGIII,1,ICAO,International Civil Aviation Organization
WGIII,1,ICCT,International Council on Clean Transportation
WGIII,2,ICE,internal combustion engine
WGIII,1,ICEV,internal combustion engine vehicles
WGIII,1,ICI,international cooperative initiative
WGIII,1,ICJ,International Court of Justice
WGIII,4,ICT,information and communication technology
WGIII,1,IDDRI,Institute for Sustainable Development and International Relations
WGIII,5,IEA,International Energy Agency
WGIII,1,IFC,International Finance Corporation
WGIII,1,IFDD,Institut de la Francophonie pour le Développement Durable (Francophonie Institute for Sustainable Development)
WGIII,1,IFI,international financial institution
WGIII,3,IGCC,International Green Construction Code
WGIII,2,IIASA,International Institute for Applied Systems Analysis
WGIII,1,IIGCC,Institutional Investors Group on Climate Change
WGIII,1,IIoT,industrial internet of things
WGIII,1,ILB,incandescent light bulb
WGIII,1,ILM,intrusive load monitoring
WGIII,3,IMF,International Monetary Fund
WGIII,3,IMO,International Maritime Organization
WGIII,2,IMP,Illustrative Mitigation Pathway
WGIII,1,IMP-GS,Illustrative Mitigation Pathway – Gradual Strengthening
WGIII,2,IMP-LD,Illustrative Mitigation Pathway – Low Demand
WGIII,2,IMP-Neg,Illustrative Mitigation Pathway – Net Negative Emissions
WGIII,2,IMP-Ren,Illustrative Mitigation Pathway – Renewable Electricity
WGIII,2,IMP-SP,Illustrative Mitigation Pathway – Shifting Pathways
WGIII,3,INDC,Intended Nationally Determined Contributions
WGIII,3,IoT,internet of things
WGIII,5,IPBES,Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services
WGIII,6,IPCC,Intergovernmental Panel on Climate Change
WGIII,1,IP,Illustrative Pathway
WGIII,1,IPP,independent power producers
WGIII,1,IPPU,Industrial processes and product use
WGIII,1,IPR,intellectual property rights
WGIII,2,IRENA,International Renewable Energy Agency
WGIII,1,IRP,UN International Resource Panel
WGIII,1,ISDS,investor–state dispute settlement
WGIII,4,ITF,International Transport Forum
WGIII,1,ITMO,internationally transferred mitigation outcome
WGIII,1,ITUC,International Trade Union Confederation
WGIII,1,JICA,Japanese International Cooperation Agency
WGIII,3,JRC,GECO Joint Research Centre – Global Energy and Climate Outlook
WGIII,2,KR,key risks
WGIII,4,kWh,kilowatt hour
WGIII,2,LAM,Latin America and the Caribbean
WGIII,2,LCA,life cycle assessment or life cycle analysis
WGIII,2,LCC,lifecycle costs
WGIII,1,LCCE,levelised cost of conserved energy
WGIII,1,LCCC,levelised cost of conserved carbon
WGIII,3,LCOE,levelised cost of electricity or levelised cost of energy
WGIII,1,LCS,low-carbon society
WGIII,2,LDCs,Least-Developed Countries
WGIII,2,LDCF,Least Developed Countries Fund
WGIII,3,LDN,Land Degradation Neutrality
WGIII,2,LDV,light-duty vehicle
WGIII,1,LEAF,Lowering Emissions by Accelerating Forest Finance
WGIII,3,LED,light-emitting diode
WGIII,1,LED scenario,Low Energy Demand scenario
WGIII,2,LEDS,low-emissions development strategies
WGIII,1,LIB,lithium-ion battery
WGIII,1,LiRE,IMAGE-Lifestyle-Renewable (IEA scenario)
WGIII,2,LNG,liquefied natural gas
WGIII,3,LPG,liquefied petroleum gas
WGIII,2,LTGG,long-term global goal (to hold the increase in the global average temperature to well below 2°C above pre-industrial levels and to pursue efforts to limit the temperature increase to 1.5°C above pre-industrial levels)
WGIII,1,LTO,long-term operation
WGIII,6,LULUCF,"land use, land-use change and forestry"
WGIII,1,LUM,land-use model
WGIII,3,MA,Mitigation Alliance
WGIII,1,MaaS,Mobility as a Service
WGIII,3,MAC,marginal abatement cost
WGIII,2,MACC,marginal abatement cost curve
WGIII,1,MAPS,Mitigation Action Plans and Scenarios
WGIII,1,mbpd,million barrels per day
WGIII,4,MCB,marine cloud brightening
WGIII,3,MDB,multilateral development bank
WGIII,1,ME,material efficiency
WGIII,1,MES,material efficiency scenario
WGIII,4,MEA,multilateral environmental agreement
WGIII,1,MEPC,Marine Environment Protection Committee
WGIII,1,MEPSs,Minimum Energy Performance Standards
WGIII,3,Mha,million hectares
WGIII,1,MIGA,Multilateral Investment Guarantee Agency
WGIII,2,MIS,mission-oriented innovation systems
WGIII,3,MJ,megajoule
WGIII,1,Mkm2,million square kilometres
WGIII,1,MLP,multi-level perspective
WGIII,1,ModAct,Moderate Action scenario
WGIII,1,MOE,molten oxide electrolysis
WGIII,1,MOOC,massive open online course
WGIII,3,MPa,megapascal
WGIII,5,MRV,"measuring, reporting and verifying or measuring, reporting and verification"
WGIII,1,MS,member state
WGIII,1,MSME,"micro, small and medium enterprises"
WGIII,3,Mt,megatonne
WGIII,1,MTA,methanol-to-aromatics
WGIII,1,MTO,methanol-to-olefins
WGIII,2,MWh,megawatt hour
WGIII,5,N2O,nitrous oxide
WGIII,1,NAFTA,North American Free Trade Agreement
WGIII,2,NAMA,Nationally Appropriate Mitigation Actions
WGIII,5,NAP,national adaptation plan
WGIII,1,NAZCA,Non-State Actor Zone for Climate Action
WGIII,3,NBS,nature-based solutions
WGIII,6,NDC,Nationally Determined Contribution
WGIII,1,NEDO,"New Energy and Industrial Technology Development Organisation, Japan"
WGIII,2,NELD,non-economic loss and damage
WGIII,3,NF3,nitrogen trifluoride
WGIII,1,NGFS,Network for Greening the Financial System
WGIII,1,NGHGI,national greenhouse gas inventories
WGIII,5,NGO,non-governmental organisation
WGIII,1,NiCD,nickel–cadmium
WGIII,1,NILM,non-intrusive load monitoring
WGIII,1,Nimby,Not in my back yard
WGIII,1,NiMH,nickel-metal hydride
WGIII,1,NIS,national innovation system
WGIII,3,NMVOC,non-methane volatile organic compounds
WGIII,5,NOAA,National Oceanic and Atmospheric Administration
WGIII,1,NRG,natural regrowth
WGIII,1,NR,Non-Residential
WGIII,2,NSA,non-state actor
WGIII,1,NTEM,national transport-energy models
WGIII,1,NT,Non-technological
WGIII,1,NZE,net zero emissions
WGIII,1,NZE scenario,Net-Zero Emissions by 2050 (IEA scenario)
WGIII,2,NZEB,net zero energy building
WGIII,2,nZEB,nearly zero energy building
WGIII,1,NSTT,North–South technology transfer and cooperation
WGIII,2,NUA,New Urban Agenda
WGIII,1,NYDF,New York Declaration on Forests
WGIII,5,OA,ocean alkalinity
WGIII,2,OAC,ocean albedo change
WGIII,1,OAE,ocean alkalinity enhancement
WGIII,2,ODA,overseas development assistance
WGIII,2,ODS,ozone-depleting substance
WGIII,5,OECD,Organisation for Economic Co-operation and Development
WGIII,1,OF,ocean fertilisation
WGIII,1,OPEC,Organization of the Petroleum Exporting Countries
WGIII,1,OPEX,operating and maintenance expenditures
WGIII,2,OS,overshoot
WGIII,2,OSS,one-stop shop
WGIII,1,P2P,peer-to-peer
WGIII,3,PA,The Paris Agreement
WGIII,1,PACE,Property Assessed Clean Energy
WGIII,1,PBEs,production-based emissions
WGIII,1,PCCB,Paris Committee on Capacity-building
WGIII,1,PCF,personal carbon footprint
WGIII,2,PCRAFI,Pacific Catastrophe Risk Assessment and Financing Initiative
WGIII,1,PDB,public development bank
WGIII,3,PEFC,Programme for the Endorsement of Forest Certification
WGIII,1,PEMFC,proton-exchange membrane fuel cells
WGIII,3,PES,payment for ecosystem services
WGIII,3,PFCs,perfluorocarbons
WGIII,2,PHEV,plug-in hybrid electric vehicle
WGIII,1,pkm,passenger-kilometres
WGIII,5,PM,particulate matter
WGIII,2,PPA,Power Purchase Agreement
WGIII,1,PPCA,Powering Past Coal Alliance
WGIII,1,PPCR,Pilot Program for Climate Resilience
WGIII,2,PPI,pulp and paper industry
WGIII,4,PPP,public-private partnership / purchasing power parity
WGIII,1,PRI,Principles for Responsible Investment
WGIII,3,PV,photovoltaic
WGIII,1,QE,quantitative easing
WGIII,3,R&D,research and development
WGIII,1,RCEP,Regional Comprehensive Economic Partnership
WGIII,6,RCM,reduced complexity model
WGIII,5,RCP,Representative Concentration Pathway
WGIII,1,RD&D,"research, development and demonstration"
